user_id,action_name,negative_type,positive_label,pattern_id,reason
user_001124,大样本非周期_two_occurrences_0000,two_occurrences,0,large_periodic_negative_0000,should_not_be_periodic
user_001490,大样本非周期_short_burst_0001,short_burst,0,large_periodic_negative_0001,should_not_be_periodic
user_000849,大样本非周期_random_intervals_0002,random_intervals,0,large_periodic_negative_0002,should_not_be_periodic
user_001346,大样本非周期_single_cycle_0003,single_cycle,0,large_periodic_negative_0003,should_not_be_periodic
user_001372,大样本非周期_stale_periodic_0004,stale_periodic,0,large_periodic_negative_0004,should_not_be_periodic
user_001046,大样本非周期_two_occurrences_0005,two_occurrences,0,large_periodic_negative_0005,should_not_be_periodic
user_000695,大样本非周期_short_burst_0006,short_burst,0,large_periodic_negative_0006,should_not_be_periodic
user_001087,大样本非周期_random_intervals_0007,random_intervals,0,large_periodic_negative_0007,should_not_be_periodic
user_000298,大样本非周期_single_cycle_0008,single_cycle,0,large_periodic_negative_0008,should_not_be_periodic
user_001741,大样本非周期_stale_periodic_0009,stale_periodic,0,large_periodic_negative_0009,should_not_be_periodic
user_001542,大样本非周期_two_occurrences_0010,two_occurrences,0,large_periodic_negative_0010,should_not_be_periodic
user_000655,大样本非周期_short_burst_0011,short_burst,0,large_periodic_negative_0011,should_not_be_periodic
user_001112,大样本非周期_random_intervals_0012,random_intervals,0,large_periodic_negative_0012,should_not_be_periodic
user_000412,大样本非周期_single_cycle_0013,single_cycle,0,large_periodic_negative_0013,should_not_be_periodic
user_001723,大样本非周期_stale_periodic_0014,stale_periodic,0,large_periodic_negative_0014,should_not_be_periodic
user_001730,大样本非周期_two_occurrences_0015,two_occurrences,0,large_periodic_negative_0015,should_not_be_periodic
user_000460,大样本非周期_short_burst_0016,short_burst,0,large_periodic_negative_0016,should_not_be_periodic
user_001250,大样本非周期_random_intervals_0017,random_intervals,0,large_periodic_negative_0017,should_not_be_periodic
user_000185,大样本非周期_single_cycle_0018,single_cycle,0,large_periodic_negative_0018,should_not_be_periodic
user_000236,大样本非周期_stale_periodic_0019,stale_periodic,0,large_periodic_negative_0019,should_not_be_periodic
user_001207,大样本非周期_two_occurrences_0020,two_occurrences,0,large_periodic_negative_0020,should_not_be_periodic
user_000797,大样本非周期_short_burst_0021,short_burst,0,large_periodic_negative_0021,should_not_be_periodic
user_000060,大样本非周期_random_intervals_0022,random_intervals,0,large_periodic_negative_0022,should_not_be_periodic
user_001237,大样本非周期_single_cycle_0023,single_cycle,0,large_periodic_negative_0023,should_not_be_periodic
user_000351,大样本非周期_stale_periodic_0024,stale_periodic,0,large_periodic_negative_0024,should_not_be_periodic
user_001350,大样本非周期_two_occurrences_0025,two_occurrences,0,large_periodic_negative_0025,should_not_be_periodic
user_001194,大样本非周期_short_burst_0026,short_burst,0,large_periodic_negative_0026,should_not_be_periodic
user_000857,大样本非周期_random_intervals_0027,random_intervals,0,large_periodic_negative_0027,should_not_be_periodic
user_001564,大样本非周期_single_cycle_0028,single_cycle,0,large_periodic_negative_0028,should_not_be_periodic
user_000169,大样本非周期_stale_periodic_0029,stale_periodic,0,large_periodic_negative_0029,should_not_be_periodic
user_000139,大样本非周期_two_occurrences_0030,two_occurrences,0,large_periodic_negative_0030,should_not_be_periodic
user_001054,大样本非周期_short_burst_0031,short_burst,0,large_periodic_negative_0031,should_not_be_periodic
user_000481,大样本非周期_random_intervals_0032,random_intervals,0,large_periodic_negative_0032,should_not_be_periodic
user_001369,大样本非周期_single_cycle_0033,single_cycle,0,large_periodic_negative_0033,should_not_be_periodic
user_000080,大样本非周期_stale_periodic_0034,stale_periodic,0,large_periodic_negative_0034,should_not_be_periodic
user_000852,大样本非周期_two_occurrences_0035,two_occurrences,0,large_periodic_negative_0035,should_not_be_periodic
user_001704,大样本非周期_short_burst_0036,short_burst,0,large_periodic_negative_0036,should_not_be_periodic
user_000356,大样本非周期_random_intervals_0037,random_intervals,0,large_periodic_negative_0037,should_not_be_periodic
user_000915,大样本非周期_single_cycle_0038,single_cycle,0,large_periodic_negative_0038,should_not_be_periodic
user_000787,大样本非周期_stale_periodic_0039,stale_periodic,0,large_periodic_negative_0039,should_not_be_periodic
user_001248,大样本非周期_two_occurrences_0040,two_occurrences,0,large_periodic_negative_0040,should_not_be_periodic
user_001868,大样本非周期_short_burst_0041,short_burst,0,large_periodic_negative_0041,should_not_be_periodic
user_001941,大样本非周期_random_intervals_0042,random_intervals,0,large_periodic_negative_0042,should_not_be_periodic
user_001944,大样本非周期_single_cycle_0043,single_cycle,0,large_periodic_negative_0043,should_not_be_periodic
user_001734,大样本非周期_stale_periodic_0044,stale_periodic,0,large_periodic_negative_0044,should_not_be_periodic
user_001371,大样本非周期_two_occurrences_0045,two_occurrences,0,large_periodic_negative_0045,should_not_be_periodic
user_001900,大样本非周期_short_burst_0046,short_burst,0,large_periodic_negative_0046,should_not_be_periodic
